"label,""tweet"""
"positive,""Bener sistem imun balita belum seoptimal orang dewasa jadi iya harus dijaga banget, tapi sekarang #YangKamuButuhkan ada di Traveloka Health jadi gak perlu khawatir lagi, mau konsultasi kesehatan bisa banget disana."""
"positive,""Percaya aja sama dokter, Kita juga perlu jaga nutrisi, Sekarang gampang banget #YangKamuButuhkan tinggal konsultasi aja di Dokter Traveloka Health, mudah bukan? Order obat juga cepet loh"""
"positive,""Bener banget harus dijaga betul, tapi untungnya ada Traveloka Health #YangKamuButuhkan ada disini, mau tanya seputar kesehatan atau mau beli obat juga bisa banget."""
"positive,""Traveloka health sangat membantu banget sekarang gak perlu khawatir chat Dokter gratis dan jadi lebih praktis deh"""
"positive,""Terimakasih dok sudah memberikan masukan, sekarang bisa lebih berhati hati lagi, apalagi kalo lagu di luar ruangan,gatau kalau ada virus atau semacam nya, dan sekarang bisa konsultasi ke dokter Traveloka Health loh, sangat membantu"""
"negative,""Worst company policy @traveloka_id
I reschedule 2 of my booking flight and :

- I hv to pay a loooot extra charge
- u limited n downgrade the airlines options
- can't check in online, so I hv to go earlier to airport
- I lost my baggage slot that I got in previous flight"""
"positive,""Iya bener, kadang orang tua menyepelekan kalo bayinya di pegang orang2, padahal bisa bahaya kalo sampe kena inveksi atau virus. Untungnya kalo ada apa2 bisa konsultasi di traveloka health."""
"positive,""Semoga banyak orangtua sadar pentingnya menjaga kesehatan. ingat #YangKamuButuhkan ketika sedang mengalami gejala penyakit adalah mengunjungi Dokter Traveloka Health"""
"positive,""Aku pecinta Traveloka boleh lah japri"""
"positive,""Bener banget nih ! Sekarang #YangKamuButuhkan adalah Dokter Traveloka Health, soalnya bisa konsultasi juga, apalagi urusan dengan kesehatan baby"""
"positive,""Kalau konsultasi paling enak pakai ""Dokter Traveloka Health"" , bener-bener #YangKamuButuhkan 
Konsulnya gratis pakai kode kupon, cepet juga prosesnya"""
"positive,""jadi tiap ada sesuatu problem sama anak anak tu kadang agak panikan gitu dok, tapi skrg bisa konsul dimana dan kapan aja Traveloka Health #YangKamuButuhkan ????"""
"positive,""Traveloka bener-bener ngemudahin banget, chat dokter dan beli obat cepet kalau langsung pakai Traveloka, bener-bener #YangKamuButuhkan ya Traveloka"""
"positive,""iya dok bener setuju, rekomendasi tempat konsul yg enak nih Traveloka Health bisa bgt pokonya #YangKamuButuhkan disini terjawab"""
"positive,""iya bener bgt dok jangan disepelekan kalo all about bayi/balita tuuuu karena rentan bgt, skrg bisa konsul lho di Traveloka Health #YangKamuButuhkan"""
"positive,""Adik ku masi bayi dan kalau uda muncul gejala kaya demam langsung satu rumah panik mau bawa ke dokter, cuma karna ada #YangKamuButuhkan yaitu ""Dokter Traveloka Health"" udah ngga perlu panik lagi sih, bener-bener ngga boleh nyepelein gejala apapun"""
"positive,""kemaren sempet panik juga ponakan ngedadak demam, untung ada Traveloka Health jd gaperlu repot ke rumasakit buat konsul sama dokter."""
"positive,""Memang bener Traveloka Health ngebantu bgt kita buat konsultasi masalah kesehatan ya guys #YangKamuButuhkan"""
"positive,""Bener banget dok, daripada bingung mending pake Traveloka Health, chat Dokter gratis pake kode kupon dan beli obat juga cepet banget prosesnya. Terbaik emang!!"""
"positive,""jatuhnya tuh jadi kasian sm balita nya deh, dia yg gatau apa apa jadi kena virus atau apapun itu dr org dewasa yg megang dia. Lebih baik ya konsultasi in aja semua ke Dokter Traveloka Health dijamin terpercaya, pelayanan nya bkn kaleng"" ?? fast respon lg Dokter nya"""
"positive,""Sehat itu mahal makanya penting banget buat kita utk selalu jaga kesehatan, sering2 berkonsultasi ke dokter jg agar bisa mendeteksi gejala penyakit kita, dan untunglah ada Traveloka Health selain gratis prosesnya juga cepet #YangKamuButuhkan"""
"positive,""bener dok nih balita jg kalo apa apa yg dirasa kadang gapaham jg kudu ngapain, tapi skrg mah ada Traveloka Health jadi satsetsatset #YangKamuButuhkan"""
"positive,""Bener banget bayi itu paling rentan akan virus jadi kita harus lebih hati-hati. Untungnya ada #YangKamuButuhkan mau kapan aja konsul ke Dokter Traveloka Health"""
"positive,""harusnya kalo uda dewasa jgn seenaknya aja sih main toal toel balita yg lucu lucu, karna lo sendiri aja gatau bakal bawain penyakit apa ke balita yg lo pegang itu yakan dok? Kl ada keluhan jgn lupa lgsg ke Dokter Traveloka Health deh dijamin aman pelayanannya juga ??"""
"positive,""Setuju sih sistem imun balita emang paling rentan dibanding sistem imun orang dewasa, tapi sekarang ada #YangKamuButuhkan jadi bisa kapan aja konsul ke Dokter Traveloka Health"""
"positive,""jadi bener bener harus se hati hati dan banyak persiapan bgt ya jadi ortu dok, ini skrg kalo kalo ada mau konsul bisa ditanyakan ke Traveloka Health yaaa #YangKamuButuhkan"""
"positive,""Bener banget untung ada #YangKamuButuhkan bisa kapan aja konsul ke Dokter Traveloka Health"""
"positive,""hmm emg valid sih ini, mentang"" si balita nya lucu jadinya main asal toal toel seenaknya, kan jd kasian balita nya kl kenapa-napa. Mending kalian knsultasi sm Dokter Traveloka Health aja deh sebelum atau takut ngelakuin sesuatu yg berdampak buruk bagi kesehatan #YangKamuButuhkan"""
"positive,""lebih aware aja ya skrg mah jangan asal sembarangan main main sama adek balita, kalo ada keluhan sabi jg nih konsul ke Traveloka Health #YangKamuButuhkan pasti ada dong"""
"positive,'Aku ada ponakan jg masih kecil, suka gemes pen ngusel tp sekarang jdi was was kalo ada yg megang?? sembarangan apalagi anak bayi kulitnya jg masih sensitif, nanti aku mau lanjt konsultasi lagi deh ke Dokter Traveloka Health supaya lebih jelas dan bisa menjaga ponakan??ku"""
"positive,""Sistem imun tubuh anak emang beda2 ya, makanya penting bgt buat kita sll mengkonsultasikan kesehatannya ke dokter. Beruntunglah sekarang sudah ada Traveloka Health yg memudahkan kita utk berkonsultasi masalah kesehatan terutama anak #YangKamuButuhkan"""
"positive,""avv bener bgt dok kita sbg org dewasa jg gabisa seenak jidat asal main pegang sana sini belum tentu juga tangan kita bersih yakan dok. Btw aniway gue suka bgt deb konsultasi sm Dokter Traveloka Health pelayanan nya tiada banding ??"""
"positive,""Asik ni bisa konsultasi gratis di Traveloka Health dan masukin kode kuponnya aja #YangKamuButuhkan"""
"negative,""Seumur2 daftar paylater, cuman traveloka yg paling ribet njirrr. Kudu foto pake kertas yg ditulisin kode gitu, bukannya gimana2 neh tapi gue ga punya pulpen asw. ????????????"""
"positive,""iya bener dok anak kecil sangat rentan yaaa, tapi ini ponakan saya kalo ada keluhan apapun langsung nanya2 ke Traveloka Health nih dok mantap #YangKamuButuhkan pasti terjawab gitu"""
"positive,""Aaaa bener juga sih apa yg dibilang sm Dokter Traveloka Health, sistem imun tiap orang aja beda beda apalagi masih balita yang belum optimall kaya kitaa. Jadi pengen konsultasi beberapa problem ke Traveloka Health deh"""
"positive,""Traveloka Health bisa jadi solusinya nih dok buat konsul apapun #YangKamuButuhkan gaperlu ribet lagi skrg mah"""
"positive,""Memiliki balita dirumah tentu harus punya persiapan utk kesehatannya terutama dokter karena balita lbh sensitif dan mudah drop. Untung ada Traveloka Health yang selalu siap sedia ketika kita butuhkan terutam utk berkonsultasi mengenai si buah hati kita #YangKamuButuhkan"""
"positive,""Emg penting bgt buat kita utk sll mengkonsultasikan gejala penyakit yg kita rasakan, karena mencegah lbh baik drpd mengobati kan. Utk lbh mudahnya kita bisa berkonsultasi di dokter Traveloka Health selain gratis prosesnya jg cepet #YangKamuButuhkan"""
"positive,""Emang sih kita sbg org dewasa hrs pinter"" deh buat liat situasi sekitar, apalagi kalo asal pegang/cium anak jg ga bagus. kalo ada yg gapaham juga gampang kok tinggal konsultasi gratis aja sama 
Traveloka Dokter Health pasti deh dijamin mantabb #YangKamuButuhkan"""
"positive,""sempet parno kemaren sakit , untung bisa konsul gratis di Traveloka Health jd ga khawatir lg deh??"""
"positive,""sekarang kalau mau chat dokter gaperlu repot lg, karena #YangKamuButuhkan semuanya ada di Traveloka Health"""
"positive,""@traveloka kak aku tadi dapat iklan paylater di YouTube yang ngomong indo tapi pake accent french lucu banget ?? 
pengen liat lg tapi ga nemu ??"""
"positive,""Traveloka Health itu mempermudah segalanya, gaperlu repot repot pergi ke RS kalo mau konsul?? #YangKamuButuhkan"""
"positive,""seneng bgt skrg kalo mau konsultasi sama dokter tinggal pake Traveloka Health aja, nyaman dan jd lebih mudah. Traveloka tau #YangKamuButuhkan ??"""
"positive,""Bener dok, kalo udah ada tanda2 gejala apapun jgn disepelein, baiknya dikonsultasikan. tiap aku ada keluhan seputar kesehatan selalu konsultasi sm Dokter Traveloka Health, bisa chat dokter&konsultasinya gratis loh tentunya selalu tau apa #YangKamuButuhkan https://trv.lk/travelokahealth14"""
"negative,""Katanya manfaatkan ojol tapi di cek malah tutup di gojek, grab, shopee ampe traveloka gua cek tutup semua, ya udh ya gua dateng tetep aja gak bisaaaa"""
"negative,""Iyh ngeselin, dulu di ios biasanya icon traveloka sama twitter kuubah biar keliatan bedanya"""
"negative,""Kok gak nemu aku nyari di traveloka, ada sinjay 185 tapi tosuro"""
"negative,""Udah gue mintain refund ga jelas jelas dah lah ga lagi lagi gue pake travelio masih bagus traveloka. Kesel banget dari jam 11 sampe mau check in jam 3 ga kelar kelar trus ini gue lu suruh tidur mana? Jalanan??"""
"positive,""Traveloka emang paling bisa ????"""
"negative,""Tew: pengen bakso malang yg di malang 

Giliran ak bukain traveloka, minta ke bali, udah mau dicari tiket pesawatnya ""gajadi kerjaan w banyak"" ????????"""
"negative,""Pen buka twitter bukanya traveloka mulu ajgg kesel battt"""
"positive,""Lah ini sih gimmick marketingnya traveloka..."""
"negative,""Pengen buka twitter malah kebuka traveloka ajg"""
"positive,""traveloka,,fleselnya mantab jadi miring banget harganya 
tp ttp instal dua2nya biasanya dibandingin juga ??"""
"positive,""lebih aman traveloka keknya, soalnya pernah pke agoda udah di bayar tp ga masuk di pemesanannya trs ga di refund2 udalama bgt"""
"negative,""dari tadi mau buka twitter salah mulu kepencet traveloka, lagian logonya mirip bgt burung putih bg biru:)"""
"positive,""mangat war tiketnya moots!! kalo bisa coba kulik2 web lain kayak loket, tiketcom, traveloka atau apa gt siapa tau nemu ??????"""
"negative,""iseng2 cek tiket di traveloka kok mahal amat yaa bestieee, ngga ada yg under 800 :("""
"positive,""Aku beli di traveloka disc 20% sih kemarin, promo bank tapi sih hehe"""
"positive,""Alus konten seedingnya @traveloka??"""
"positive,""Cari d traveloka ada loh kmrn 1 mlm 60rb 2 org klo mau low budget"""
"positive,""Berdasarkan infonya traveloka gpp kok vaksin kedua/ketiga. Kemaren naik pesawat tanpa tes2 tp aku vaksin ketiga sih??"""
"negative,""Di @traveloka nya tertulis jelas ???Luggage Storage??? tapi kenyataannya barang bawaan semua ditumpuk di kursi penumpang dan sangat membuat tidak nyaman. Hello @DayTransID ;)"""
"positive,""Scroll traveloka lebih seru dr tiktok ternyata"""
"negative,""Tolong dong ini kalo mau reschedule pemberangkatan di Traveloka emang ga bisa lewat aplikasinya ya???"""
"negative,""Saya mulai gelisah karna biasanya kalau beli di agent resmi seperti traveloka pasti etiket langsung ada. Akhirnya saya tanyakan dan si admin malah makin menjadi-jadi. Meminta saya untul mengirimkan uang lagi dengan dalih aktivasi (emang disini saya goblok banget)"""
"positive,""aku dpt kode promo traveloka... mau?? ??"""
"positive,""byk promonya kali nder di traveloka"""
"positive,""Traveloka sangat membantu banget, ketika asam lambung kambuh,aku langsung chat Traveloka Health dia tau #YangKamuButuhkan https://trv.lk/travelokahealth14"""
"positive,""Kalian sekarang bisa konsultasi melalui chat di Traveloka Health lho , gampang banget deh pastinya prosesnyapun juga cepat"""
"positive,""keren marketingnya sih mimin traveloka, naikin dah gajinya ????"""
"negative,""kalo top up saldo traveloka kenapa suka dibikin emosi teruuuus sih saya tuh??"""
"positive,""Traveloka Health Itu Nyenengin Selain bisa Chat Dokter Untuk Konsultasi pake Kupon Gratis Prosesnya itu Sangat cepat 

#YangKamuButuhkan"""
"positive,""Bner bgtt dok, jdi emg harus ekstra hati"" ?? kalo udh ada gejala"" sakit baiknya langsung dibawa ke rs yhh, tpi klo konsul di Dokter Traveloka Health dlu juga bisaa, kan online jdi garibet. Semoga sehat selalu deh kita semua ????"""
"negative,""cara refund oyo di traveloka gimana anjing susahh bangett ga ngertiii"""
"negative,""gue udh 2 tahun ga pake traveloka jd ga paham apa2??"""
"negative,'dah pesen oyo di traveloka eh sampe oyo malah ditolak jingannn"""
"negative,""@traveloka halo traveloka, kenapa limit paylater aku turun ya, pdhl aku baru aja beli tiket pesawat pp lebaran kmrn. Alesannya apa? Aku overthinking"""
"negative,""Ya Allah si aqila lagi, bener2 panen duit dia tiap hari.. meresahkan ih padahal traveloka bilang akunnya udah dibekuin tp ko masih bisa akses ya, pasti ternak akun ??????"""
"positive,""Kalo sekarang mau chat Dokter atau mau beli obat mending di Traveloka aja deh, karna katanya mudah prosesnya apalagi konsultasinya gratiss kalo pake kode kupon #YangKamuButuhkan"""
"positive,""Betul juga kata Dokter Traveloka Health trus juga 
Penyakit sekecil apaupun gabisa kita anggap sepele dan harus tetap jaga kebersihan di lingkungan sekitar."""
"negative,""Saya tidak pernah punya akun traveloka sebelum nya tapi tiba-tiba mendapatkan sms untuk melaporkan selain di MyInbox dimana lagi ? Please help takut banget nih"""
"positive,""Betul nih kata Dokter Traveloka Health 
Penyakit sekecil apapun gabisa kita sepelein,dan juga harus banyak konsumsi vitamin."""
"positive,""percaya aja sama dokter, kita juga perlu jaga nutrisi nih, sekarang gampang #YangKamuButuhkan tinggal konsultasi aja di Dokter Traveloka Health, mudah bukan? Order obat juga cepet guys"""
"positive,""ini bener bgt sumpah, jaga kesehatan tu penting banget. apalagi kesehatan bayi yang masih mudah banget terserang virus. gaada pertanyaan dok, soalnya aku jg biasa chat sama Dokter Traveloka Health sih buat konsul mingguan #YangKamuButuhkan"""
"positive,'Epic sale kapan lagi nih, min? ??"""
"positive,""iya bner bnget, gk baik bnget klo suka pegang-pegang pipi bayi , soalny kulit mereka kan masih sensitif. Untung aja dikasih info sama Traveloka Health jadi sedikit banyak teredukasi. #YangKamuButuhkan"""
"positive,""#YangKamuButuhkan hanyalah konsultasi dengan dokter di traveloka health , pasti langsung teratasi"""
"positive,""bener banget dok, harus bener2 diperhatiin apalagi sm bayi yang rentan bgt kena penyakit. gaada pertanyaan untuk kali ini dok, mungkin kalo nanti bisa langsung tanya di Traveloka Health biar lebih mudah #YangKamuButuhkan"""
"negative,""Udh dapet invoice akhirnya aku transfer, kebetulan pernah beli ditraveloka emg bener2 rekeningnya si traveloka, pura2 lah penjual sok minta WA/email buat kirim e-tiket, tp aku tunggu sktr 30 menit tk tinggal nyambi kerjaan lain kok gada notif dr twitter"""
"negative,""Punten @traveloka, ini katanya TTM=Teman Tanggal Merah. Berarti kalau nggak tanggal merah, nggak temenan dong? Sedih amat ??"""
"positive,""Krn dana anak kos mepet ya, tergiur promo tersebut terjadilah percakapan seperti dibawah ini, udh dpt invoice final dr traveloka lebih murah sktr 150rb an, bahagia ga tuh anak kos dpt diskon ??"""
"positive,""jadi makin nyaman pake Traveloka Health, chat Dokter gratis pake kode kupon dan beli obat juga cepet banget prosesnya, pasti ini #YangKamuButuhkan"""
"positive,""Bener sekali apa yg dikatakan Dokter Traveloka Health . saya setuju sekali untuk lebih berhati?? lagi dalam merawat bayi dan balita karena imun mereka belum optimal"""
"positive,""Bener bgt. Kita hrus lebih aware sih sma sistem imun bayi. Sangat bermanfaat sekali ilmunya Dokter Traveloka Health 
#YangKamuButuhkan"""
"positive,""jangan asal megang bayi ya walaupun lucuu tapi kan kita juga harus waspada takutnya terjadi apa apa kan sama bayinyaa sekarang juga bisa konsultasi loh di Dokter Traveloka Health"""
"positive,""Traveloka memang terbaik"""
"positive,""Yang Kamu Butuhkan adalah Traveloka Health!! Konsultasi masih gratis plus bisa beli obat & vitamin jugaaa mantap gatuh"""
"positive,""pake traveloka jadi gampang bangett, bisa chat dokter dan konsul gratis pake kode kupon, udh gitu prosesnya cepet, the best deh????"""
"positive,""Aku suka banget sama Traveloka Health bisa konsultasi sama dokter gratis, udah gitu cepet pula prosesnya Sam abisa sekalian beli obat + vitamin pula wkwk"""
"positive,""nih keknya campaign traveloka deh, keren nih openingnya euy"""
"positive,""bener bgt anak bayi se sensitif itu suka gampang sakit kyk ponakan aku kdg klo abis diajak keluar lngsng sakit pulangnya, nanti aku mau saranin mamanya buat konsul ke Traveloka Health aja deh klo misal ada gejala yg gmn2"""
"positive,""Bener banget nih yang kata dokter Traveloka Health bilang, hal sekecil apapun jangan pernah disepelein. Info #YangKamuButuhkan"""
"positive,""OH TRAVELOKA EPIC SALE MAU START MINGGU DEPAN, NOTED :)) *kabarin tim commercial"""
"positive,""Sekarang kalo ada gejala apapun harus segera konsultasi jangan disepelekan kalian bisa langsung chat aja Traveloka Health"""
"positive,""bener bgt krn imun anak bayi blm seoptimal orang dewasa jd perlu bgt konsul ke dokter kyk Traveloka Health ini klo misal ada gejala2 apapun yg bisa bkin kesehatan anak jd menurun 
#YangKamuButuhkan"""
"positive,""Jernih bgt dah min potonya, kira-kira yang punya campaign lagi senyum?? atau gabisa tidur kali ya?. Semoga yang terbaik deh?? semangat team marketing Traveloka, selalu suka sama semua campaign nya tentu saja."""
"positive,""wahh berkat adanya Traveloka Health, bisa konsultasi sama Dokter Gratis dan cepet juga prosesnya. sukaa liatnyaa rep bunda2 disini pd terbantu bgt??"""
"positive,""Wowwww ini mah udah jelas banget min, yang punya campaign lagi senyum-senyum apa gak bisa tidur ya. Kita doain yang terbaik?? semangat team marketing Traveloka, selalu suka sama semua campaign-nya. 

Di luar batas ??"""
"positive,""yuu traveloka fix in tgl promonya EPIC SALE yuu nungguin ini????"""
"positive,""Traveloka Health emang ngerti bgt. Skrg mau chat Dokter semakin mudah dan gratis tentunya, apalagii pake kode kupon"""
"positive,""Selalu nungguin EPIC Sale nya traveloka sih, DAH GAK SABAR NIHH??????"""
"positive,""Mulai sekarang kalo ada apa apa jangan parno lebih baik diperiksakan sekarang mudah bisa tinggal chat dan konsultasi sama Traveloka Health"""
"positive,""Bener banget, baca twt ini jd lebih aware ttg gabole sembarangan pegang/asal cium anak bayi. Terima kasih Dokter Traveloka Health??"""
"positive,""bener nih yang kata Dokter Traveloka Health, jangan sepelein hal kecil. info #YangKamuButuhkan kawann:)"""
"positive,""Setuju bgt nih Ama infonya dr Dokter Traveloka Health, ""pokoknya jgn menyepelekan hal kecil """""
"positive,""Bener dok kalau ada gejala apapun jangan disepelekan, kalau ada yg kesulitan biaya untuk ke rumah sakit sekarang bisa tanya ke dokter online, kemaren seneng jg nyoba di Traveloka Health masih free dan cepet tanggap dokternya"""
"positive,""nah iya betul banget gaboleh tau asal pegang/cium bayi, kita kan gatau ada bakteri apa aja di tangan yg bisa nular ke bayinya, perlu diedukasi nih bagi yg blom tau bisa pake Traveloka Health"""
"positive,""Bener harus dijaga, untungnya sekarang #YangKamuButuhkan bisa tanya aja ke Traveloka Health ini membantu banget sih, bisa untuk konsul dan beli obat."""
"positive,""Setuju banget sih sama dokter, kalo ada apa apa jangan panik dan parno dulu lebih baik diperiksa dulu apalagi sekarang udah ada Traveloka Health bisa langsung chat dokternya"""
"positive,""iya nih kdg orang2 kyk pada gemes gitu kan sm anak bayi suka sembarang pegang/cium2 gitu. penting bgt emg edukasi dan konsul ke dokter2 gitu kyk Traveloka Health ini klo misal ada gejala apapun sm anak bayinya"""
"positive,""Sebenarnya boleh2 aja gak sie cubit pipi bayi, asal bayinya dalam keadaan imun kuat, atau tangan yg cubit bersih. Cuma untuk beberapa hal benar gak boleh asal. Traveloka Health ini cukup berhasil mengingatkan kita tentang pentingnya menjaga kesehatan bayi. #YangKamuButuhkan"""
"positive,""Info Yg Sangat bagus buat para orang tua 
Dokter Traveloka Health dong #YangKamuButuhkan"""
"positive,""Jangan pernah sepelein hal kecil apalagi kalo kita gatau apa"" mending konsultasi aja sama Dokter Traveloka Health"""
"positive,""jgn asal pegang balita bisa bahaya apalagi sampe ada gejala, kalo kalian pengen tanya tanya lebih lanjut bisa langsung ke Traveloka Health 
#YangKamuButuhkan"""
"positive,""btul dok. dan untuk yg masih bingung dengan gejalanya sekarang sangat mudah di era digital ini. tinggal buka hp, chat Dokter, dan beli obat tentunya di Traveloka aja deh, mudah dan cepet prosesnya wkwkw apalagi konsultasinya gratiss kalo pake kode kupon #YangKamuButuhkan"""
"positive,""Traveloka melalui Traveloka Health nya aware juga ya tentang hal beginian, suka deh. Memang bener ya kalau #YangKamuButuhkan itu benar-benar satu hal aja, Traveloka!"""
"positive,""Suka banget deh sama Traveloka Health, soalnya prosesnya cepet sama gampang banget. Jadi di situasi apapun gak perlu khawatir. Emang pilihan banget deh.."""
"positive,""benerrr bayi emg sensitif bgt gampang sakit jadi ya klo bisa jgn sembarang pegang n cium2 dd bayii, terus momsnya usahain rajin konsul ke dokter kyk ke dokter Traveloka Health ini klo misal ada gejala yg gmn2"""
"positive,""Nah penting nih edukasi yg bermanfa'at, kalo mau konsultasi ke Dokter Traveloka Health aja langsung gas deh #YangKamuButuhkan"""
"positive,""Adik aku pernah nih gini, mama pikir gara-gara kepanasan makanya pipinya merah-merah, eh ternyata abis dicubiti anak tetangga, iya sih pipi adik aku tembam tapi gak sampai gitu juga. Suka sudah banyak yg care tentang ini apalagi Traveloka Health memberikan apa #YangKamuButuhkan"""
"negative,""Mau buka traveloka malah buka twitter, yaudah ngetweet dulu :("""
"positive,""berkat adanya Traveloka Health bisa konsultasi sama Dokter Gratis dan cepet juga prosesnya wkwk #YangKamuButuhkan"""
"positive,""keren bgt damri pctn-mgtn bisa di booking lwt traveloka ????'"
"positive,""bener banget Dok, punya keponakan gampang banget sakit. asal diajak makan di luar aja langsung sakit besoknya. nanti mau saranin bundanya konsul dengan Dokter Traveloka Health deh #YangKamuButuhkan"""
"positive,""Kalian pengen nanya?? ke dokter? Mending pake Traveloka Health aja karena itu #YangKamuButuhkan"""
"positive,""nahh iyaa lohh bayi tu sensitif bgt kan apalgi imunnya blm seoptimal orang dewasa, emg perlu bgt sihh konsul ke dokter kyk Traveloka Health ini 
#YangKamuButuhkan"""
"positive,""Bener dok, aku kalo ngerasa sakit di tubuh bagian dlm langsung cari tau di internet. Kalo masih blom nemu masalahnya ya chat tanya ke dokter online. Nah kebetulan kemarin nyobain Traveloka Health, dokternya balesnya cepet dan gratis juga"""
"positive,""betul sekali, dan sekarang ga perlu ribet apapun #YangKamuButuhkan bisa tanya"" & konsul ke Dokter Traveloka Health. chat Dokter gratis pake kode kupon dan beli obat juga cepet banget prosesnya hihi"""
"positive,""Terima kasih pada Traveloka Health yang mention hak ini, emang rada susah sih bilangin org yg gemes ke bayi-bayi sampai cubit-cibit pipi takutkan kalau dilarang malah sakit hati, bilangnya kita terlalu berlebihan. Tapi memang #YangKamuButuhkan itu tegas."""
"positive,""anehnya ibu-ibu sekarang tuh kalau konsultasi bukannya ke yang ahli malah ke Facebook ???? mending si konsultasi ke Traveloka Health aja deh, ditangani ke ahlinya langsung"""
"positive,""Aku suka banget sama Traveloka Health, soalnya bener-bener gercep sama mampu bikin aku makin bisa berusaha biar lebih baiknya menghadapi gejala penyakit kaya gimana."""
"positive,""wahhhhh. masih planning padahal, traveloka lagi. masuk tweet nya mincot lagi, udah have a good day untuk yang bikin story :D"""
"positive,""strategi traveloka emg smooth bgt"""
"negative,""nasih org2 yg ketipu sm tiket npf gimna ya.. skrng tiketnya masi ada lo di traveloka"""
"negative,""Iyaaa heran dah ga ttd nda apa ya, ga mungkin sekelas traveloka ngga ada nda"""
"negative,""Hati hati penipuan yang dilakukan oleh @traveloka bersama sama dgn hotel Sotis Kemang ketika pesan kamar di aplikasi"""
"positive,""Thank you Nder, gua jadi tau bentar lagi bakal ada diskon traveloka eats lagi setalah hampir sebulan diskon cuma 10rb wkwk"""
"negative,""Mo buka traveloka mesti kesini??????????????"""
"positive,""baru sadarr, emang terbaik @traveloka manajemen issue nya, pada alumni mana sih"""
"positive,""@traveloka nah gini dong traveloka, skrg kalo udah bayar paylater ada notif pembayaran berhasilnya. Jadi kan customer kaya saya ada bukti apabila dikemudian hari tiba2 ditagih gajelas. 
Nice work setelah di komplen abis2an??????"""
"negative,""Saya tidak terima jika Traveloka mengizinkan pihak hotel merubah pesanan tanpa konfirmasi terlebih dahulu. Dan saya jelas akan menolak jika disampaikan diawal. Trus bagaimana tanggung jawab Traveloka?"""
"negative,""All traveloka does is apologize and keep on asking me to wait for the response from their flight specialist. With my flight leaving tomorrow, they still asked me to wait. It???s really a IRRESPONSIBLE online travel agent that everyone should avoid."""
"negative,""Hi, referring to the article you wrote ???Should you book with Traveloka???whereby you suggest that Traveloka being one of the top online travel agencies. Just want to share my view with you about this travel agent; IRRESPONSIBLE."""
"positive,""Traveloka food juga mayan ehehhe"""
"negative,""@traveloka Hati hati saja jika pesan hotel menggunakan traveloka. Tidak ada tanggung jawab ketika kita mengalami masalah. Mau menang sendiri"""
"negative,""rapihhh banget gila dia, padahal aku termasuk yg aware sama modus2 tipu2 gini, tp kena juga ?? we shouldnt trust people easily. aku udah laporin ke polisi, dan akun dia di traveloka udah diban"""
"negative,""akupun tertipu hari minggu kemarin.. yakin trf karena nomor rekeningnya emang nomor rekening traveloka yg udah aku save di mbanking. 

ternyata yg kubayar bukan tiket pesawat, tp voucher gift buat akun dia (atau akun dia yg lain di traveloka) dan sayangnya itu non refundable"""
"negative,'traveloka tuh lama lama emang ga worth buat jadi trusted OAT. bisa bisanya ngasih PNR yg di ticket beda sama yg di official airlines"""
"negative,""Min, refund saya sudah sampe mana? Kok gada kabar? Enak y, kerja dsana makan gaji buta, balas pake template doang, dengan kata2 ""mohon maaf atas ketidaknyamanannya kak"". Trus dibiarin gitu aja. Sampe sekarang gada kabar. I want my money back @traveloka #travelokakecewa"""
"negative,""Pihal @traveloka Via telpon saja ayok saya jelaskan biar jelas, Kan saya melakukan pembayaran dengan Pememsanan itu saya d blokir kan dia Penipu ga mngkin saya chat dia??????, ternyata pemesanan dia Palsu bukan buat saya"""
"negative,""Halo @traveloka saya mau ganti nama tamu di booking hotel tgl 26 May tapi tidak bisa melalui app 
Please advice"""
"negative,""Halo jadi Kasus aku itu aku udah lapor ke @traveloka , aku udah buktiin Bayar dan Bukti chat Penipuan, disitu ada nomor pesanan , kenapa traveloka tidak mau Bantu ya? itu pesanan iya harus di jaga privacy tpi kalau ada bukti lengkap penipuan kan bisa di bantu. :("""
"positive,""Kwkwwkwkkw yook lippp traveloka tiket murah kok ????"""
"negative,""TI 11 di Singapore, buka traveloka check harga tiket pesawat, mahal :("""
"positive,""Gara-gara liat reels Awkarin ma @traveloka, jadi bm liburan, apalagi liburan bareng temen-temen atau ayang tapi aku gapunya hufff. tp gpp dah, yang penting liburannn dan bisa #LihatDuniaLagi yang masyaallah tempat wisatanya indah-indah bangetttt di Likupang.

OTW LIBURAN DAH INI~"""
"negative,""Susah deh klo lg cpt cpt bedain twitter sama traveloka wkkwkw asem"""
"positive,""ya kannnn. traveloka eats juga mayan diskonnya tongg cobain"""
"positive,""Traveloka promo tuhhh. Yakin gamau staycation bareng?"""
"positive,""Entah knp ga tergiur diskonan hotel traveloka tapi kalo dia ngeWA ngajak malem ini mau yg semalem sejuta pun gaasss ga pake rem ??????"""
"negative,""Traveloka epic sale cepet banget berubah tuh harga, heran"""
"positive,""Anjirrrrr traveloka promo gede gedean gilaa??????"""
"negative,""@traveloka appnya gajelas, csnya gajelas, respon timenya juga ??????"""
"positive,""Traveloka Epic Sale!!! 

Buat yg mo traveling di Jogja cocok bgt nih. Harga penginapannya lebih murah dari seblak??????"""
