index,count word,label,tweet;
933,18,positive,Jangan asal minum obat harus ada resep dari dokter. Apalagi sekarang udah simpel #YangKamuButuhkan ada di Traveloka Health;
"934,21,positive,""Ya sesuai instruksi dokter aja klo mau minum obat tuh yang pastinya cuma #YangKamuButuhkan aja, skrg sudah tersedia di Traveloka Health""";
935,12,positive,Ndak jadi udh nemu ternyata ada extra tiket di traveloka hehe ??;
"936,22,positive,""Ga usah bingung ka, sekarang kan udah ada Traveloka Health mudah loh tinggal klik aja udah tau #YangKamuButuhkan gak perlu repot lagii.""";
"937,33,positive,""banyak krang yang apa2 obat tanpa tau dosis dan kegunaanya. Menurut aku lebih baik konsul ke dokter,lewat Traveloka Health juga bisa. ga harus ke RS kok dan dokter nya enak di ajak ngobrol.""";
938,18,positive,#YangKamuButuhkan sekarang kalo sakit mau konsul online ke dokter ada tuh di Traveloka Health biar dpt onat sesuai;
939,27,negative,Traveloka tapi sjk tau ada oyo n pesan oyo dpt problem dr mitra oyo. Jd kecewa sm traveloka. Kirain semua hotel yg djual via traveloka pasti terpercaya;
"940,16,positive,""lebih enak konsul ke dokter kak,biar jelas penyakit nya apa. boleh konsul di Traveloka Health kak""";
"941,19,positive,""Iya nih sneng, jd dipermudah gaksi bisa chat dimana aja diwaktu yang genting di Traveloka Health kek ngebantu banget""";
942,18,positive,sebenernya biar tau salah nggaknya emang harus konsul ke dokter sih biar aman #YangKamuButuhkan ada di Traveloka Health;
"943,30,positive,""Yang pada mau nonton konser dan butuh nginep, ikutan epic sale Traveloka aja tuh. Lumayan untuk berhemat kan. Periode kemarin gue dapet hotel bintang 4 cuma 180k, murah bangettttt wkwkkw""";
944,20,positive,Benar banget... konsultasi dokter traveloka health adalah solusi tepat #YangKamuButuhkan untuk si kecil agar cepat ditangani dan konsultasi ini gratis;
945,4,positive,Udah biasa pake traveloka;
946,19,positive,Emak-emak kalau anak panas aja panik minta ampun deh. #YangKamuButuhkan Dokter Traveloka Health tempat curhat sekaligus bisa mencarikan solusi;
"947,16,positive,""Beli tiket di traveloka pake brimo diskon hampir 50% nan. Tertarik, tp mau kemana? Hehe :)""";
"948,21,positive,""Sebagai emak-emak baru #YangKamuButuhkan cuma terus belajar kesehatan anak agar anak sehat. ";
;
"Traveloka Health bacaan yang bisa diandalkan buat menambah pengetahuan""";
949,4,negative,((traveloka)) bencong bgt ????;
"950,29,positive,""Bener bgt si sekarang harus bgt ke Dokter dan mudah sangat apalagi sekarang Traveloka Health udah ada dan konsultasinya itupun gratis l. Jadi bebas kapan saja untuk Konsul ";
"#YangKamuButuhkan""";
951,43,positive,Sekarang itu harus pinter liat di sekitar.  apalagi misal anak anak megang sesuatu atau apapun barang itu yang kotor. Bisa jadi itu menjadi hal yg harus hati #YangKamuButuhkan jadi bisa kapan aja nih untuk konsul ke Dokter Traveloka Health ?? harus menjaga banget.;
"952,35,positive,""Bener banget gejala apapun jgn disepelein, aku klo ada masalah kesehatan walaupun kecil langsung tanya ke dokter online, kemarin aku habis nyoba nih di Traveloka Health konsultasi nya masih free lho dan cepet tanggap dokternya""";
953,20,positive,@DwNuri nih sesuai #YangKamuButuhkan untuk berkonsultasi dengan Dokter Traveloka Health tentang baby mu supaya sehat. semua ada di Traveloka Health;
"954,27,positive,""Setuju banget, memang kita harus memulai dari diri sendiri dulu menjaga kesehatan, jika perlu ke jelasan tinggal ke Traveloka Health untuk konsultasi dengan Dokter Traveloka Health #YangKamuButuhkan""";
955,4,positive,Traveloka kpn diskonya yukkkkk;
"956,33,positive,""Bunda2 ini nah buat kesehatan anak kita, #YangKamuButuhkan yaitu merawat anak dengan hati2 dan telaten serta ulet ya bunda2. Silahkan nih bisa konsultasi masalah kesehatan di Traveloka Health dah pokoknya bermafaat bangett ??""";
957,28,positive,Nah ini penting banget buat jaga kesehatan dan kalo misal aja gejala gitu ngga boleh disepelin mending langsung konsul aja. Kalo konsul juga bisa ke Traveloka Health #YangKamuButuhkan;
"958,41,positive,""Aku sih setuju bgt dok sebaiknya klo ada gejala apapun jgn disepelein, aku klo ada masalah kesehatan walaupun kecil langsung tanya ke dokter online, kemarin aku habis nyiba nih di Traveloka Health konsultasi nya masih free lho dan cepet tanggap dokternya""";
"959,38,positive,""Betul. Harus aware sama kesehatan diri sendiri dgn Jaga pola makan, olahraga teratur dan taati Prokes yang dilengkapi vaksinasi dan sekarang jaman udah modern karena #YangKamuButuhkan gampang di dapat. Contohnya kamu bisa konsultasi kesehatan bareng Dokter Traveloka Health""";
"960,33,positive,""Wah yg kaya gini nih kan bahaya banget ya, kita dan kalian semua juga harus pinter2 jaga daya tahan tubuh dgn rutin konsumsi vitamin, beli di Traveloka Health aja praktis no ribet ????""";
"961,31,positive,""Bener sistem imun balita belum seoptimal orang dewasa jadi iya harus dijaga banget, tapi sekarang #YangKamuButuhkan ada di Traveloka Health jadi gak perlu khawatir lagi, mau konsultasi kesehatan bisa banget disana.""";
"962,27,positive,""Percaya aja sama dokter, Kita juga perlu jaga nutrisi, Sekarang gampang banget #YangKamuButuhkan tinggal konsultasi aja di Dokter Traveloka Health, mudah bukan? Order obat juga cepet loh""";
"963,24,positive,""Bener banget harus dijaga betul, tapi untungnya ada Traveloka Health #YangKamuButuhkan ada disini, mau tanya seputar kesehatan atau mau beli obat juga bisa banget.""";
964,17,positive,Traveloka health sangat membantu banget sekarang gak perlu khawatir chat Dokter gratis dan jadi lebih praktis deh;
"965,34,positive,""Terimakasih dok sudah memberikan masukan, sekarang bisa lebih berhati hati lagi, apalagi kalo lagu di luar ruangan,gatau kalau ada virus atau semacam nya, dan sekarang bisa konsultasi ke dokter Traveloka Health loh, sangat membantu""";
"966,50,negative,""Worst company policy @traveloka_id";
I reschedule 2 of my booking flight and :;
;
#NAME?;
#NAME?;
- can't check in online, so I hv to go earlier to airport;
"- I lost my baggage slot that I got in previous flight""";
"967,29,positive,""Iya bener, kadang orang tua menyepelekan kalo bayinya di pegang orang2, padahal bisa bahaya kalo sampe kena inveksi atau virus. Untungnya kalo ada apa2 bisa konsultasi di traveloka health.""";
968,19,positive,Semoga banyak orangtua sadar pentingnya menjaga kesehatan. ingat #YangKamuButuhkan ketika sedang mengalami gejala penyakit adalah mengunjungi Dokter Traveloka Health;
969,6,positive,Aku pecinta Traveloka boleh lah japri;
"970,19,positive,""Bener banget nih ! Sekarang #YangKamuButuhkan adalah Dokter Traveloka Health, soalnya bisa konsultasi juga, apalagi urusan dengan kesehatan baby""";
971,11,positive,Kalau konsultasi paling enak pakai Dokter Traveloka Health .  bener-bener #YangKamuButuhkan ;
"972,26,positive,""jadi tiap ada sesuatu problem sama anak anak tu kadang agak panikan gitu dok, tapi skrg bisa konsul dimana dan kapan aja Traveloka Health #YangKamuButuhkan ????""";
"973,18,positive,""Traveloka bener-bener ngemudahin banget, chat dokter dan beli obat cepet kalau langsung pakai Traveloka, bener-bener #YangKamuButuhkan ya Traveloka""";
"974,18,positive,""iya dok bener setuju, rekomendasi tempat konsul yg enak nih Traveloka Health bisa bgt pokonya #YangKamuButuhkan disini terjawab""";
"975,22,positive,""iya bener bgt dok jangan disepelekan kalo all about bayi/balita tuuuu karena rentan bgt, skrg bisa konsul lho di Traveloka Health #YangKamuButuhkan""";
"976,39,positive,""Adik ku masi bayi dan kalau uda muncul gejala kaya demam langsung satu rumah panik mau bawa ke dokter, cuma karna ada #YangKamuButuhkan yaitu Dokter Traveloka Health udah ngga perlu panik lagi sih.  bener-bener ngga boleh nyepelein gejala apapun.""";
"977,20,positive,""kemaren sempet panik juga ponakan ngedadak demam, untung ada Traveloka Health jd gaperlu repot ke rumasakit buat konsul sama dokter.""";
978,14,positive,Memang bener Traveloka Health ngebantu bgt kita buat konsultasi masalah kesehatan ya guys #YangKamuButuhkan;
"979,24,positive,""Bener banget dok, daripada bingung mending pake Traveloka Health, chat Dokter gratis pake kode kupon dan beli obat juga cepet banget prosesnya. Terbaik emang!!""";
"980,48,positive,""jatuhnya tuh jadi kasian sm balita nya deh, dia yg gatau apa apa jadi kena virus atau apapun itu dr org dewasa yg megang dia. Lebih baik ya konsultasi in aja semua ke Dokter Traveloka Health dijamin terpercaya, pelayanan nya bkn kaleng ?? fast respon lg Dokter nya""";
"981,34,positive,""Sehat itu mahal makanya penting banget buat kita utk selalu jaga kesehatan, sering2 berkonsultasi ke dokter jg agar bisa mendeteksi gejala penyakit kita, dan untunglah ada Traveloka Health selain gratis prosesnya juga cepet #YangKamuButuhkan""";
"982,24,positive,""bener dok nih balita jg kalo apa apa yg dirasa kadang gapaham jg kudu ngapain, tapi skrg mah ada Traveloka Health jadi satsetsatset #YangKamuButuhkan""";
983,24,positive,Bener banget bayi itu paling rentan akan virus jadi kita harus lebih hati-hati. Untungnya ada #YangKamuButuhkan mau kapan aja konsul ke Dokter Traveloka Health;
"984,48,positive,""harusnya kalo uda dewasa jgn seenaknya aja sih main toal toel balita yg lucu lucu, karna lo sendiri aja gatau bakal bawain penyakit apa ke balita yg lo pegang itu yakan dok? Kl ada keluhan jgn lupa lgsg ke Dokter Traveloka Health deh dijamin aman pelayanannya juga ??""";
"985,26,positive,""Setuju sih sistem imun balita emang paling rentan dibanding sistem imun orang dewasa, tapi sekarang ada #YangKamuButuhkan jadi bisa kapan aja konsul ke Dokter Traveloka Health""";
"986,29,positive,""jadi bener bener harus se hati hati dan banyak persiapan bgt ya jadi ortu dok, ini skrg kalo kalo ada mau konsul bisa ditanyakan ke Traveloka Health yaaa #YangKamuButuhkan""";
987,13,positive,Bener banget untung ada #YangKamuButuhkan bisa kapan aja konsul ke Dokter Traveloka Health;
"988,43,positive,""hmm emg valid sih ini, mentang si balita nya lucu jadinya main asal toal toel seenaknya.  kan jd kasian balita nya kl kenapa-napa. Mending kalian knsultasi sm Dokter Traveloka Health aja deh sebelum atau takut ngelakuin sesuatu yg berdampak buruk bagi kesehatan #YangKamuButuhkan.""";
"989,28,positive,""lebih aware aja ya skrg mah jangan asal sembarangan main main sama adek balita, kalo ada keluhan sabi jg nih konsul ke Traveloka Health #YangKamuButuhkan pasti ada dong""";
990,45,positive,Aku ada ponakan jg masih kecil.  suka gemes pen ngusel tp sekarang jdi was was kalo ada yg megang² sembarangan apalagi anak bayi kulitnya jg masih sensitif..  nanti aku mau lanjt konsultasi lagi deh ke Dokter Traveloka Health supaya lebih jelas dan bisa menjaga ponakan²ku.;
"991,33,positive,""Sistem imun tubuh anak emang beda2 ya, makanya penting bgt buat kita sll mengkonsultasikan kesehatannya ke dokter. Beruntunglah sekarang sudah ada Traveloka Health yg memudahkan kita utk berkonsultasi masalah kesehatan terutama anak #YangKamuButuhkan""";
992,41,positive,avv bener bgt dok kita sbg org dewasa jg gabisa seenak jidat asal main pegang sana sini belum tentu juga tangan kita bersih yakan dok. Btw aniway gue suka bgt deb konsultasi sm Dokter Traveloka Health pelayanan nya tiada banding ??;
993,14,positive,Asik ni bisa konsultasi gratis di Traveloka Health dan masukin kode kuponnya aja #YangKamuButuhkan;
"994,27,negative,""Seumur2 daftar paylater, cuman traveloka yg paling ribet njirrr. Kudu foto pake kertas yg ditulisin kode gitu, bukannya gimana2 neh tapi gue ga punya pulpen asw. ????????????""";
"995,28,positive,""iya bener dok anak kecil sangat rentan yaaa, tapi ini ponakan saya kalo ada keluhan apapun langsung nanya2 ke Traveloka Health nih dok mantap #YangKamuButuhkan pasti terjawab gitu""";
"996,35,positive,""Aaaa bener juga sih apa yg dibilang sm Dokter Traveloka Health, sistem imun tiap orang aja beda beda apalagi masih balita yang belum optimall kaya kitaa. Jadi pengen konsultasi beberapa problem ke Traveloka Health deh""";
997,16,positive,Traveloka Health bisa jadi solusinya nih dok buat konsul apapun #YangKamuButuhkan gaperlu ribet lagi skrg mah;
998,38,positive,Memiliki balita dirumah tentu harus punya persiapan utk kesehatannya terutama dokter karena balita lbh sensitif dan mudah drop. Untung ada Traveloka Health yang selalu siap sedia ketika kita butuhkan terutam utk berkonsultasi mengenai si buah hati kita #YangKamuButuhkan;
"999,36,positive,""Emg penting bgt buat kita utk sll mengkonsultasikan gejala penyakit yg kita rasakan, karena mencegah lbh baik drpd mengobati kan. Utk lbh mudahnya kita bisa berkonsultasi di dokter Traveloka Health selain gratis prosesnya jg cepet #YangKamuButuhkan""";
1000,34,positive,Emang sih kita sbg org dewasa hrs pinter deh buat liat situasi sekitar.  apalagi kalo asal pegang/cium anak jg ga bagus. kalo ada yg gapaham juga gampang kok tinggal konsultasi gratis aja sama .;
"1001,17,positive,""sempet parno kemaren sakit , untung bisa konsul gratis di Traveloka Health jd ga khawatir lg deh??""";
"1002,15,positive,""sekarang kalau mau chat dokter gaperlu repot lg, karena #YangKamuButuhkan semuanya ada di Traveloka Health""";
"1003,26,positive,""@traveloka kak aku tadi dapat iklan paylater di YouTube yang ngomong indo tapi pake accent french lucu banget ?? ";
"pengen liat lg tapi ga nemu ??""";
"1004,15,positive,""Traveloka Health itu mempermudah segalanya, gaperlu repot repot pergi ke RS kalo mau konsul?? #YangKamuButuhkan""";
"1005,22,positive,""seneng bgt skrg kalo mau konsultasi sama dokter tinggal pake Traveloka Health aja, nyaman dan jd lebih mudah. Traveloka tau #YangKamuButuhkan ??""";
"1006,35,positive,""Bener dok, kalo udah ada tanda2 gejala apapun jgn disepelein, baiknya dikonsultasikan. tiap aku ada keluhan seputar kesehatan selalu konsultasi sm Dokter Traveloka Health, bisa chat dokter&konsultasinya gratis loh tentunya selalu tau apa #YangKamuButuhkan https://trv.lk/travelokahealth14""";
"1007,27,negative,""Katanya manfaatkan ojol tapi di cek malah tutup di gojek, grab, shopee ampe traveloka gua cek tutup semua, ya udh ya gua dateng tetep aja gak bisaaaa""";
"1008,14,negative,""Iyh ngeselin, dulu di ios biasanya icon traveloka sama twitter kuubah biar keliatan bedanya""";
"1009,12,negative,""Kok gak nemu aku nyari di traveloka, ada sinjay 185 tapi tosuro""";
1010,40,negative,Udah gue mintain refund ga jelas jelas dah lah ga lagi lagi gue pake travelio masih bagus traveloka. Kesel banget dari jam 11 sampe mau check in jam 3 ga kelar kelar trus ini gue lu suruh tidur mana? Jalanan??;
1011,5,positive,Traveloka emang paling bisa ????;
"1012,24,negative,""Tew: pengen bakso malang yg di malang ";
;
"Giliran ak bukain traveloka, minta ke bali, udah mau dicari tiket pesawatnya gajadi kerjaan w banyak ????????""";
1013,9,negative,Pen buka twitter bukanya traveloka mulu ajgg kesel battt;
1014,6,positive,Lah ini sih gimmick marketingnya traveloka...;
1015,7,negative,Pengen buka twitter malah kebuka traveloka ajg;
"1016,14,positive,""traveloka,,fleselnya mantab jadi miring banget harganya ";
"tp ttp instal dua2nya biasanya dibandingin juga ??""";
"1017,22,positive,""lebih aman traveloka keknya, soalnya pernah pke agoda udah di bayar tp ga masuk di pemesanannya trs ga di refund2 udalama bgt""";
"1018,17,negative,""dari tadi mau buka twitter salah mulu kepencet traveloka, lagian logonya mirip bgt burung putih bg biru:)""";
"1019,21,positive,""mangat war tiketnya moots!! kalo bisa coba kulik2 web lain kayak loket, tiketcom, traveloka atau apa gt siapa tau nemu ??????""";
"1020,16,negative,""iseng2 cek tiket di traveloka kok mahal amat yaa bestieee, ngga ada yg under 800 :(""";
"1021,13,positive,""Aku beli di traveloka disc 20% sih kemarin, promo bank tapi sih hehe""";
1022,4,positive,Alus konten seedingnya @traveloka??;
1023,15,positive,Cari d traveloka ada loh kmrn 1 mlm 60rb 2 org klo mau low budget;
1024,17,positive,Berdasarkan infonya traveloka gpp kok vaksin kedua/ketiga. Kemaren naik pesawat tanpa tes2 tp aku vaksin ketiga sih??;
1025,24,negative,Di @traveloka nya tertulis jelas “Luggage Storage” tapi kenyataannya barang bawaan semua ditumpuk di kursi penumpang dan sangat membuat tidak nyaman. Hello @DayTransID ;)
1026,7,positive,Scroll traveloka lebih seru dr tiktok ternyata;
1027,15,negative,Tolong dong ini kalo mau reschedule pemberangkatan di Traveloka emang ga bisa lewat aplikasinya ya???;
1028,39,negative,Saya mulai gelisah karna biasanya kalau beli di agent resmi seperti traveloka pasti etiket langsung ada. Akhirnya saya tanyakan dan si admin malah makin menjadi-jadi. Meminta saya untul mengirimkan uang lagi dengan dalih aktivasi (emang disini saya goblok banget);
1029,7,positive,aku dpt kode promo traveloka... mau?? ??;
1030,6,positive,byk promonya kali nder di traveloka;
"1031,16,positive,""Traveloka sangat membantu banget, ketika asam lambung kambuh,aku langsung chat Traveloka Health dia tau #YangKamuButuhkan ";
"https://trv.lk/travelokahealth14""";
"1032,18,positive,""Kalian sekarang bisa konsultasi melalui chat di Traveloka Health lho , gampang banget deh pastinya prosesnyapun juga cepat""";
"1033,9,positive,""keren marketingnya sih mimin traveloka, naikin dah gajinya ????""";
1034,13,negative,kalo top up saldo traveloka kenapa suka dibikin emosi teruuuus sih saya tuh??;
"1035,18,positive,""Traveloka Health Itu Nyenengin Selain bisa Chat Dokter Untuk Konsultasi pake Kupon Gratis Prosesnya itu Sangat cepat ";
;
"#YangKamuButuhkan""";
"1036,41,positive,""Bner bgtt dok, jdi emg harus ekstra hati ?? kalo udh ada gejala sakit baiknya langsung dibawa ke rs yhh.  tpi klo konsul di Dokter Traveloka Health dlu juga bisaa.  kan online jdi garibet. Semoga sehat selalu deh kita semua ????.""";
1037,11,negative,cara refund oyo di traveloka gimana anjing susahh bangett ga ngertiii;
1038,11,negative,gue udh 2 tahun ga pake traveloka jd ga paham apa2??;
1039,11,negative,dah pesen oyo di traveloka eh sampe oyo malah ditolak jingannn;
"1040,23,negative,""@traveloka halo traveloka, kenapa limit paylater aku turun ya, pdhl aku baru aja beli tiket pesawat pp lebaran kmrn. Alesannya apa? Aku overthinking""";
"1041,29,negative,""Ya Allah si aqila lagi, bener2 panen duit dia tiap hari.. meresahkan ih padahal traveloka bilang akunnya udah dibekuin tp ko masih bisa akses ya, pasti ternak akun ??????""";
"1042,26,positive,""Kalo sekarang mau chat Dokter atau mau beli obat mending di Traveloka aja deh, karna katanya mudah prosesnya apalagi konsultasinya gratiss kalo pake kode kupon #YangKamuButuhkan""";
"1043,23,positive,""Betul juga kata Dokter Traveloka Health trus juga ";
"Penyakit sekecil apaupun gabisa kita anggap sepele dan harus tetap jaga kebersihan di lingkungan sekitar.""";
1044,25,negative,Saya tidak pernah punya akun traveloka sebelum nya tapi tiba-tiba mendapatkan sms untuk melaporkan selain di MyInbox dimana lagi ? Please help takut banget nih;
"1045,17,positive,""Betul nih kata Dokter Traveloka Health ";
"Penyakit sekecil apapun gabisa kita sepelein,dan juga harus banyak konsumsi vitamin.""";
"1046,27,positive,""percaya aja sama dokter, kita juga perlu jaga nutrisi nih, sekarang gampang #YangKamuButuhkan tinggal konsultasi aja di Dokter Traveloka Health, mudah bukan? Order obat juga cepet guys""";
"1047,35,positive,""ini bener bgt sumpah, jaga kesehatan tu penting banget. apalagi kesehatan bayi yang masih mudah banget terserang virus. gaada pertanyaan dok, soalnya aku jg biasa chat sama Dokter Traveloka Health sih buat konsul mingguan #YangKamuButuhkan""";
1048,7,positive,Epic sale kapan lagi nih.  min? ??;
"1049,30,positive,""iya bner bnget, gk baik bnget klo suka pegang-pegang pipi bayi , soalny kulit mereka kan masih sensitif. Untung aja dikasih info sama Traveloka Health jadi sedikit banyak teredukasi. #YangKamuButuhkan""";
"1050,12,positive,""#YangKamuButuhkan hanyalah konsultasi dengan dokter di traveloka health , pasti langsung teratasi""";
"1051,33,positive,""bener banget dok, harus bener2 diperhatiin apalagi sm bayi yang rentan bgt kena penyakit. gaada pertanyaan untuk kali ini dok, mungkin kalo nanti bisa langsung tanya di Traveloka Health biar lebih mudah #YangKamuButuhkan""";
"1052,40,negative,""Udh dapet invoice akhirnya aku transfer, kebetulan pernah beli ditraveloka emg bener2 rekeningnya si traveloka, pura2 lah penjual sok minta WA/email buat kirim e-tiket, tp aku tunggu sktr 30 menit tk tinggal nyambi kerjaan lain kok gada notif dr twitter""";
"1053,18,negative,""Punten @traveloka, ini katanya TTM=Teman Tanggal Merah. Berarti kalau nggak tanggal merah, nggak temenan dong? Sedih amat ??""";
"1054,33,positive,""Krn dana anak kos mepet ya, tergiur promo tersebut terjadilah percakapan seperti dibawah ini, udh dpt invoice final dr traveloka lebih murah sktr 150rb an, bahagia ga tuh anak kos dpt diskon ??""";
"1055,22,positive,""jadi makin nyaman pake Traveloka Health, chat Dokter gratis pake kode kupon dan beli obat juga cepet banget prosesnya, pasti ini #YangKamuButuhkan""";
1056,26,positive,Bener sekali apa yg dikatakan Dokter Traveloka Health . saya setuju sekali untuk lebih berhati² lagi dalam merawat bayi dan balita karena imun mereka belum optimal;
"1057,19,positive,""Bener bgt. Kita hrus lebih aware sih sma sistem imun bayi. Sangat bermanfaat sekali ilmunya Dokter Traveloka Health ";
"#YangKamuButuhkan""";
1058,29,positive,jangan asal megang bayi ya walaupun lucuu tapi kan kita juga harus waspada takutnya terjadi apa apa kan sama bayinyaa sekarang juga bisa konsultasi loh di Dokter Traveloka Health;
1059,3,positive,Traveloka memang terbaik;
1060,18,positive,Yang Kamu Butuhkan adalah Traveloka Health!! Konsultasi masih gratis plus bisa beli obat & vitamin jugaaa mantap gatuh;
"1061,21,positive,""pake traveloka jadi gampang bangett, bisa chat dokter dan konsul gratis pake kode kupon, udh gitu prosesnya cepet, the best deh????""";
"1062,25,positive,""Aku suka banget sama Traveloka Health bisa konsultasi sama dokter gratis, udah gitu cepet pula prosesnya Sam abisa sekalian beli obat + vitamin pula wkwk""";
"1063,9,positive,""nih keknya campaign traveloka deh, keren nih openingnya euy""";
"1064,39,positive,""bener bgt anak bayi se sensitif itu suka gampang sakit kyk ponakan aku kdg klo abis diajak keluar lngsng sakit pulangnya, nanti aku mau saranin mamanya buat konsul ke Traveloka Health aja deh klo misal ada gejala yg gmn2""";
"1065,17,positive,""Bener banget nih yang kata dokter Traveloka Health bilang, hal sekecil apapun jangan pernah disepelein. Info #YangKamuButuhkan""";
"1066,13,positive,""OH TRAVELOKA EPIC SALE MAU START MINGGU DEPAN, NOTED :)) *kabarin tim commercial""";
1067,17,positive,Sekarang kalo ada gejala apapun harus segera konsultasi jangan disepelekan kalian bisa langsung chat aja Traveloka Health;
"1068,33,positive,""bener bgt krn imun anak bayi blm seoptimal orang dewasa jd perlu bgt konsul ke dokter kyk Traveloka Health ini klo misal ada gejala2 apapun yg bisa bkin kesehatan anak jd menurun ";
"#YangKamuButuhkan""";
"1069,32,positive,""Jernih bgt dah min potonya, kira-kira yang punya campaign lagi senyum² atau gabisa tidur kali ya?. Semoga yang terbaik deh?? semangat team marketing Traveloka, selalu suka sama semua campaign nya tentu saja.""";
"1070,22,positive,""wahh berkat adanya Traveloka Health, bisa konsultasi sama Dokter Gratis dan cepet juga prosesnya. sukaa liatnyaa rep bunda2 disini pd terbantu bgt??""";
"1071,34,positive,""Wowwww ini mah udah jelas banget min, yang punya campaign lagi senyum-senyum apa gak bisa tidur ya. Kita doain yang terbaik?? semangat team marketing Traveloka, selalu suka sama semua campaign-nya. ";
;
"Di luar batas ??""";
1072,11,positive,yuu traveloka fix in tgl promonya EPIC SALE yuu nungguin ini????;
"1073,18,positive,""Traveloka Health emang ngerti bgt. Skrg mau chat Dokter semakin mudah dan gratis tentunya, apalagii pake kode kupon""";
"1074,11,positive,""Selalu nungguin EPIC Sale nya traveloka sih, DAH GAK SABAR NIHH??????""";
1075,21,positive,Mulai sekarang kalo ada apa apa jangan parno lebih baik diperiksakan sekarang mudah bisa tinggal chat dan konsultasi sama Traveloka Health;
"1076,20,positive,""Bener banget, baca twt ini jd lebih aware ttg gabole sembarangan pegang/asal cium anak bayi. Terima kasih Dokter Traveloka Health??""";
"1077,14,positive,""bener nih yang kata Dokter Traveloka Health, jangan sepelein hal kecil. info #YangKamuButuhkan kawann:)""";
"1078,14,positive,""Setuju bgt nih Ama infonya dr Dokter Traveloka Health, pokoknya jgn menyepelekan hal kecil """;
"1079,36,positive,""Bener dok kalau ada gejala apapun jangan disepelekan, kalau ada yg kesulitan biaya untuk ke rumah sakit sekarang bisa tanya ke dokter online, kemaren seneng jg nyoba di Traveloka Health masih free dan cepet tanggap dokternya""";
"1080,34,positive,""nah iya betul banget gaboleh tau asal pegang/cium bayi, kita kan gatau ada bakteri apa aja di tangan yg bisa nular ke bayinya, perlu diedukasi nih bagi yg blom tau bisa pake Traveloka Health""";
"1081,22,positive,""Bener harus dijaga, untungnya sekarang #YangKamuButuhkan bisa tanya aja ke Traveloka Health ini membantu banget sih, bisa untuk konsul dan beli obat.""";
"1082,28,positive,""Setuju banget sih sama dokter, kalo ada apa apa jangan panik dan parno dulu lebih baik diperiksa dulu apalagi sekarang udah ada Traveloka Health bisa langsung chat dokternya""";
1083,37,positive,iya nih kdg orang2 kyk pada gemes gitu kan sm anak bayi suka sembarang pegang/cium2 gitu. penting bgt emg edukasi dan konsul ke dokter2 gitu kyk Traveloka Health ini klo misal ada gejala apapun sm anak bayinya;
"1084,40,positive,""Sebenarnya boleh2 aja gak sie cubit pipi bayi, asal bayinya dalam keadaan imun kuat, atau tangan yg cubit bersih. Cuma untuk beberapa hal benar gak boleh asal. Traveloka Health ini cukup berhasil mengingatkan kita tentang pentingnya menjaga kesehatan bayi. #YangKamuButuhkan""";
"1085,13,positive,""Info Yg Sangat bagus buat para orang tua ";
"Dokter Traveloka Health dong #YangKamuButuhkan""";
1086,17,positive,Jangan pernah sepelein hal kecil apalagi kalo kita gatau apa mending konsultasi aja sama Dokter Traveloka Health;
"1087,23,positive,""jgn asal pegang balita bisa bahaya apalagi sampe ada gejala, kalo kalian pengen tanya tanya lebih lanjut bisa langsung ke Traveloka Health ";
"#YangKamuButuhkan""";
"1088,42,positive,""btul dok. dan untuk yg masih bingung dengan gejalanya sekarang sangat mudah di era digital ini. tinggal buka hp, chat Dokter, dan beli obat tentunya di Traveloka aja deh, mudah dan cepet prosesnya wkwkw apalagi konsultasinya gratiss kalo pake kode kupon #YangKamuButuhkan""";
"1089,24,positive,""Traveloka melalui Traveloka Health nya aware juga ya tentang hal beginian, suka deh. Memang bener ya kalau #YangKamuButuhkan itu benar-benar satu hal aja, Traveloka!""";
"1090,23,positive,""Suka banget deh sama Traveloka Health, soalnya prosesnya cepet sama gampang banget. Jadi di situasi apapun gak perlu khawatir. Emang pilihan banget deh..""";
"1091,37,positive,""benerrr bayi emg sensitif bgt gampang sakit jadi ya klo bisa jgn sembarang pegang n cium2 dd bayii, terus momsnya usahain rajin konsul ke dokter kyk ke dokter Traveloka Health ini klo misal ada gejala yg gmn2""";
"1092,18,positive,""Nah penting nih edukasi yg bermanfa'at, kalo mau konsultasi ke Dokter Traveloka Health aja langsung gas deh #YangKamuButuhkan""";
"1093,42,positive,""Adik aku pernah nih gini, mama pikir gara-gara kepanasan makanya pipinya merah-merah, eh ternyata abis dicubiti anak tetangga, iya sih pipi adik aku tembam tapi gak sampai gitu juga. Suka sudah banyak yg care tentang ini apalagi Traveloka Health memberikan apa #YangKamuButuhkan""";
"1094,10,negative,""Mau buka traveloka malah buka twitter, yaudah ngetweet dulu :(""";
1095,15,positive,berkat adanya Traveloka Health bisa konsultasi sama Dokter Gratis dan cepet juga prosesnya wkwk #YangKamuButuhkan;
1096,10,positive,keren bgt damri pctn-mgtn bisa di booking lwt traveloka ????';
"1097,28,positive,""bener banget Dok, punya keponakan gampang banget sakit. asal diajak makan di luar aja langsung sakit besoknya. nanti mau saranin bundanya konsul dengan Dokter Traveloka Health deh #YangKamuButuhkan""";
1098,13,positive,Kalian pengen nanya² ke dokter? Mending pake Traveloka Health aja karena itu #YangKamuButuhkan;
"1099,26,positive,""nahh iyaa lohh bayi tu sensitif bgt kan apalgi imunnya blm seoptimal orang dewasa, emg perlu bgt sihh konsul ke dokter kyk Traveloka Health ini ";
"#YangKamuButuhkan""";
